"S.No.","District Code","District Name","Sub-District Code","Sub-District Name","Village Code","Village Version","Village Name","Village Name","Village Category","Village Status","Census 2001 Code","Census 2011 Code"
"238","632","North And Middle Andaman","5919","Diglipur","645231","1","Khudirampur (Rv)","","Rural","Inhabitant","00004100","645231"
"239","632","North And Middle Andaman","5919","Diglipur","645234","1","Kishori Nagar (Rv)","","Rural","Inhabitant","00004700","645234"
"240","632","North And Middle Andaman","5919","Diglipur","645219","1","Krishnapuri (Rv)","","Rural","Inhabitant","00002600","645219"
"241","632","North And Middle Andaman","5919","Diglipur","645265","1","Lamiya Bay (Efa)","","Rural","Un-Inhabitant","00004300","645265"
"242","632","North And Middle Andaman","5919","Diglipur","645266","1","Lamiya Bay (Wls)","","Rural","Un-Inhabitant","00004400","645266"
"243","632","North And Middle Andaman","5919","Diglipur","645292","1","Land Fall Island (Police Post)","","Rural","Un-Inhabitant","","645292"
"244","632","North And Middle Andaman","5919","Diglipur","645260","1","Laxmipur (Efa)","","Rural","Un-Inhabitant","00002200","645260"
"245","632","North And Middle Andaman","5919","Diglipur","645216","1","Laxmipur (Rv)","","Rural","Inhabitant","00002300","645216"
"246","632","North And Middle Andaman","5919","Diglipur","645218","1","Madhupur (Rv)","","Rural","Inhabitant","00002500","645218"
"247","632","North And Middle Andaman","5919","Diglipur","645235","1","Madhyamgram (Rv)","","Rural","Inhabitant","00005400","645235"
"248","632","North And Middle Andaman","5919","Diglipur","645215","1","Milangram (Rv)","","Rural","Inhabitant","00002000","645215"
"249","632","North And Middle Andaman","5919","Diglipur","645241","1","Mohanpur (Rv)","","Rural","Inhabitant","00007400","645241"
"250","632","North And Middle Andaman","5919","Diglipur","645268","1","Mutha Nallaha (Efa)","","Rural","Un-Inhabitant","00004900","645268"
"251","632","North And Middle Andaman","5919","Diglipur","645232","1","Nabagram (Rv)","","Rural","Inhabitant","00004500","645232"
"252","632","North And Middle Andaman","5919","Diglipur","645273","1","Narayan Tikri (Efa)","","Rural","Un-Inhabitant","00005600","645273"
"253","632","North And Middle Andaman","5919","Diglipur","645244","1","Narcondam Island (Police Post)","","Rural","Un-Inhabitant","00000200","645244"
"254","632","North And Middle Andaman","5919","Diglipur","645275","1","Narkul Danga (Efa)","","Rural","Un-Inhabitant","00006100","645275"
"255","632","North And Middle Andaman","5919","Diglipur","645236","1","Nischintapur (Rv)","","Rural","Inhabitant","00005500","645236"
"256","632","North And Middle Andaman","5919","Diglipur","645233","1","Paranghara (Rv)","","Rural","Inhabitant","00004600","645233"
"257","632","North And Middle Andaman","5919","Diglipur","645261","1","Paschimsagar (Efa)","","Rural","Inhabitant","00002700","645261"
"258","632","North And Middle Andaman","5919","Diglipur","645276","1","Pathi Level (Efa)","","Rural","Un-Inhabitant","00006200","645276"
"259","632","North And Middle Andaman","5919","Diglipur","645274","1","Pemaiahdera (Fdca)","","Rural","Un-Inhabitant","00006000","645274"
"260","632","North And Middle Andaman","5919","Diglipur","645279","1","Pilone Nallaha (Fdca)","","Rural","Un-Inhabitant","00006500","645279"
"261","632","North And Middle Andaman","5919","Diglipur","645221","1","Rabindrapalli (Rv)","","Rural","Inhabitant","00003100","645221"
"262","632","North And Middle Andaman","5919","Diglipur","645257","1","Radha Nagar (Efa)","","Rural","Un-Inhabitant","00001700","645257"
"263","632","North And Middle Andaman","5919","Diglipur","645213","1","Radha Nagar (Rv)","","Rural","Inhabitant","00001600","645213"
"264","632","North And Middle Andaman","5919","Diglipur","645283","1","Rahil (Fdca)","","Rural","Un-Inhabitant","00007000","645283"
"265","632","North And Middle Andaman","5919","Diglipur","645224","1","Ramakrishnagram (Rv)","","Rural","Inhabitant","00003400","645224"
"266","632","North And Middle Andaman","5919","Diglipur","645239","1","Ramnagar (Rv)","","Rural","Inhabitant","00005900","645239"
"267","632","North And Middle Andaman","5919","Diglipur","645242","1","Sagar Dweep (Rv)","","Rural","Inhabitant","00007700","645242"
"268","632","North And Middle Andaman","5919","Diglipur","645254","2","Santi Nagar","","Rural","Inhabitant","00001300","645254"
"269","632","North And Middle Andaman","5919","Diglipur","645229","1","Shibpur (Rv)","","Rural","Inhabitant","00003900","645229"
"270","632","North And Middle Andaman","5919","Diglipur","645251","2","Shyam Nagar","","Rural","Un-Inhabitant","00000900","645251"
"271","632","North And Middle Andaman","5919","Diglipur","645212","1","Shyam Nagar (Rv)","","Rural","Inhabitant","00001000","645212"
"272","632","North And Middle Andaman","5919","Diglipur","645263","1","Sitanagar, (Efa)","","Rural","Un-Inhabitant","00002900","645263"
"273","632","North And Middle Andaman","5919","Diglipur","645220","1","Sitanagar (Rv)","","Rural","Inhabitant","00003000","645220"
"274","632","North And Middle Andaman","5919","Diglipur","645288","1","Smith (Efa)","","Rural","Un-Inhabitant","00007600","645288"
"275","632","North And Middle Andaman","5919","Diglipur","645289","1","Smith (Timber Export Depot)","","Rural","Un-Inhabitant","00007800","645289"
"276","632","North And Middle Andaman","5919","Diglipur","645271","1","Srinagar (Efa)","","Rural","Un-Inhabitant","00005200","645271"
"277","632","North And Middle Andaman","5919","Diglipur","645291","1","Stewart Island","","Rural","Un-Inhabitant","00008000","645291"
"278","632","North And Middle Andaman","5919","Diglipur","645222","1","Subhashgram (Rv)","","Rural","Inhabitant","00003200","645222"
"279","632","North And Middle Andaman","5919","Diglipur","645214","1","Swarajgram (Rv)","","Rural","Inhabitant","00001900","645214"
"280","632","North And Middle Andaman","5919","Diglipur","645262","1","Tal Bagan (Efa)","","Rural","Inhabitant","00002800","645262"
"281","632","North And Middle Andaman","5919","Diglipur","645225","1","Vidyasagarpalli (Rv)","","Rural","Inhabitant","00003500","645225"
"282","632","North And Middle Andaman","5920","Mayabunder","645338","1","Asha Nagar (Efa)","","Rural","Un-Inhabitant","00011500","645338"
"283","632","North And Middle Andaman","5920","Mayabunder","645293","1","Aves Island (Rv)","","Rural","Un-Inhabitant","00008300","645293"
"284","632","North And Middle Andaman","5920","Mayabunder","645337","1","Bajato (Efa & 40 Acre Plot)","","Rural","Un-Inhabitant","00011400","645337"
"285","632","North And Middle Andaman","5920","Mayabunder","645324","1","Bamboo Nallaha (Efa)","","Rural","Un-Inhabitant","00009500","645324"
"286","632","North And Middle Andaman","5920","Mayabunder","645308","1","Basantipur (Rv)","","Rural","Inhabitant","00011900","645308"
"287","632","North And Middle Andaman","5920","Mayabunder","645339","1","Birsa Nagar (Efa)","","Rural","Un-Inhabitant","00011600","645339"
"288","632","North And Middle Andaman","5920","Mayabunder","645325","1","Buddha Nallaha (Efa)","","Rural","Un-Inhabitant","00009800","645325"
"289","632","North And Middle Andaman","5920","Mayabunder","645336","1","Chainpur (Efa)","","Rural","Un-Inhabitant","00011200","645336"
"290","632","North And Middle Andaman","5920","Mayabunder","645306","1","Chainpur (Rv)","","Rural","Inhabitant","00011100","645306"
"291","632","North And Middle Andaman","5920","Mayabunder","645330","1","Chappa Nali (Efa)","","Rural","Un-Inhabitant","00010400","645330"
"292","632","North And Middle Andaman","5920","Mayabunder","645326","1","Chuglum Gum (Efa)","","Rural","Un-Inhabitant","00010000","645326"
"293","632","North And Middle Andaman","5920","Mayabunder","645296","1","Danpur (Rv)","","Rural","Inhabitant","00008600","645296"
"294","632","North And Middle Andaman","5920","Mayabunder","645301","1","Devpur (Rv)","","Rural","Inhabitant","00009400","645301"
"295","632","North And Middle Andaman","5920","Mayabunder","645316","1","Dukennagar (Rv)","","Rural","Inhabitant","00012800","645316"
"296","632","North And Middle Andaman","5920","Mayabunder","645332","1","Ganesh Nagar I & II (Efa)","","Rural","Un-Inhabitant","00010600","645332"
"297","632","North And Middle Andaman","5920","Mayabunder","645333","1","Ganeshpur (Efa)","","Rural","Un-Inhabitant","00010800","645333"
"298","632","North And Middle Andaman","5920","Mayabunder","645329","1","Gora Tikry (Efa)","","Rural","Un-Inhabitant","00010300","645329"
"299","632","North And Middle Andaman","5920","Mayabunder","645310","1","Govindpur (Rv)","","Rural","Inhabitant","00012100","645310"
"300","632","North And Middle Andaman","5920","Mayabunder","645305","1","Hanspuri (Rv) (Including Jpp Camps)","","Rural","Inhabitant","00010700","645305"
"301","632","North And Middle Andaman","5920","Mayabunder","645315","1","Harinagar (Rv)","","Rural","Inhabitant","00012600","645315"
"302","632","North And Middle Andaman","5920","Mayabunder","645320","1","Interview Island (Po)","","Rural","Un-Inhabitant","00008200","645320"
"303","632","North And Middle Andaman","5920","Mayabunder","645319","1","Interview Island (Wls)","","Rural","Un-Inhabitant","00008100","645319"
"304","632","North And Middle Andaman","5920","Mayabunder","645313","1","Jaipur (Rv)","","Rural","Inhabitant","00012400","645313"
"305","632","North And Middle Andaman","5920","Mayabunder","645312","1","Kamalapur (Rv)","","Rural","Inhabitant","00012300","645312"
"306","632","North And Middle Andaman","5920","Mayabunder","645340","1","Kanchi Nallaha (Efa) & Bamboo Nallaha (Efa)","","Rural","Un-Inhabitant","00011700","645340"
"307","632","North And Middle Andaman","5920","Mayabunder","645328","1","Karanch Khari (Efa)","","Rural","Un-Inhabitant","00010200","645328"
"308","632","North And Middle Andaman","5920","Mayabunder","645321","1","Karmatang IX (Efa)","","Rural","Inhabitant","00008900","645321"
"309","632","North And Middle Andaman","5920","Mayabunder","645298","1","Karmatang (Rv)","","Rural","Inhabitant","00008800","645298"
"310","632","North And Middle Andaman","5920","Mayabunder","645322","1","Karmatang X (Efa) Incl.Bihari Plot (Efa)","","Rural","Un-Inhabitant","00009000","645322"
"311","632","North And Middle Andaman","5920","Mayabunder","645331","1","Khukari Tabla (Efa)","","Rural","Un-Inhabitant","00010500","645331"
"312","632","North And Middle Andaman","5920","Mayabunder","645300","1","Lataw (Rv)","","Rural","Inhabitant","00009300","645300"
"313","632","North And Middle Andaman","5920","Mayabunder","645342","1","Lauki Nallaha (Efa)","","Rural","Un-Inhabitant","00012700","645342"
"314","632","North And Middle Andaman","5920","Mayabunder","645299","1","Lucknow (Rv)","","Rural","Inhabitant","00009200","645299"
"315","632","North And Middle Andaman","5920","Mayabunder","645334","1","Luis-In-Let-Bay (Jppc)","","Rural","Un-Inhabitant","00010900","645334"
"316","632","North And Middle Andaman","5920","Mayabunder","645294","1","Mayabunder (Rv)","","Rural","Inhabitant","00008400","645294"
"317","632","North And Middle Andaman","5920","Mayabunder","645303","1","Pahalgaon (Rv)","","Rural","Inhabitant","00009700","645303"
"318","632","North And Middle Andaman","5920","Mayabunder","645323","1","Paiket Bay (Efa)","","Rural","Un-Inhabitant","00009100","645323"
"319","632","North And Middle Andaman","5920","Mayabunder","645311","1","Paresh Nagar (Rv)","","Rural","Inhabitant","00012200","645311"
"320","632","North And Middle Andaman","5920","Mayabunder","645341","1","Pather Tikry (Efa)","","Rural","Un-Inhabitant","00011800","645341"
"321","632","North And Middle Andaman","5920","Mayabunder","645314","1","Pinakinagar (Rv)","","Rural","Inhabitant","00012500","645314"
"322","632","North And Middle Andaman","5920","Mayabunder","645295","1","Pokadera (Rv)","","Rural","Inhabitant","00008500","645295"
"323","632","North And Middle Andaman","5920","Mayabunder","645309","1","Profullya Nagar (Rv)","","Rural","Inhabitant","00012000","645309"
"324","632","North And Middle Andaman","5920","Mayabunder","645307","1","Pudumadurai (Rv)","","Rural","Inhabitant","00011300","645307"
"325","632","North And Middle Andaman","5920","Mayabunder","645297","1","Rampur (Rv)","","Rural","Inhabitant","00008700","645297"
"326","632","North And Middle Andaman","5920","Mayabunder","645317","1","Santipur (Rv)","","Rural","Inhabitant","00012900","645317"
"327","632","North And Middle Andaman","5920","Mayabunder","645335","1","Shippi Tikry (Efa)","","Rural","Un-Inhabitant","00011000","645335"
"328","632","North And Middle Andaman","5920","Mayabunder","645327","1","Sundari Khari (Efa)","","Rural","Un-Inhabitant","00010100","645327"
"329","632","North And Middle Andaman","5920","Mayabunder","645318","1","Swadesh Nagar (Rv)","","Rural","Inhabitant","00013000","645318"
"330","632","North And Middle Andaman","5920","Mayabunder","645304","1","Tugapur (Rv)","","Rural","Inhabitant","00009900","645304"
"331","632","North And Middle Andaman","5920","Mayabunder","645302","1","Webi (Rv)","","Rural","Inhabitant","00009600","645302"
"332","632","North And Middle Andaman","5921","Rangat","645380","1","Abaygarh (Rv)","","Rural","Inhabitant","00021700","645380"
"333","632","North And Middle Andaman","5921","Rangat","645374","1","Adojig (Rv) (Including Efa)","","Rural","Inhabitant","00020700","645374"
"334","632","North And Middle Andaman","5921","Rangat","645349","1","Amkunj (Rv)","","Rural","Inhabitant","00014300","645349"
"335","632","North And Middle Andaman","5921","Rangat","645439","2","Bakultala Rv","","Rural","Inhabitant","00015900","645439"
"336","632","North And Middle Andaman","5921","Rangat","645414","3","Bamboo Tikry (Jppc)","","Rural","Un-Inhabitant","00018900","645414"
"337","632","North And Middle Andaman","5921","Rangat","645367","1","Bangaon (Rv)","","Rural","Inhabitant","00017700","645367"
"338","632","North And Middle Andaman","5921","Rangat","645375","1","Bejoygarh (Rv)","","Rural","Inhabitant","00020800","645375"
"339","632","North And Middle Andaman","5921","Rangat","645418","1","Between Chotaligbang And Foul Bay (Ja)","","Rural","Un-Inhabitant","00019300","645418"
"340","632","North And Middle Andaman","5921","Rangat","645359","1","Bharatpur (Rv)","","Rural","Inhabitant","00015600","645359"
"341","632","North And Middle Andaman","5921","Rangat","645430","1","Bolcha (Efa)","","Rural","Un-Inhabitant","00021000","645430"
"342","632","North And Middle Andaman","5921","Rangat","645410","1","Boreham Valley (Fs)","","Rural","Un-Inhabitant","00018200","645410"
"343","632","North And Middle Andaman","5921","Rangat","645402","1","Boroinyol II (Fc)","","Rural","Un-Inhabitant","00017200","645402"
"344","632","North And Middle Andaman","5921","Rangat","645400","1","Charlungta (Fc)","","Rural","Un-Inhabitant","00016900","645400"
"345","632","North And Middle Andaman","5921","Rangat","645401","1","Charlungta II (Fc)","","Rural","Un-Inhabitant","00017000","645401"
"346","632","North And Middle Andaman","5921","Rangat","645419","1","Chotaligbang (Ja)","","Rural","Un-Inhabitant","00019400","645419"
"347","632","North And Middle Andaman","5921","Rangat","645386","1","Cutbert Bay (Efa)","","Rural","Un-Inhabitant","00013100","645386"
"348","632","North And Middle Andaman","5921","Rangat","645352","1","Desharatpur (Rv)","","Rural","Inhabitant","00014600","645352"
"349","632","North And Middle Andaman","5921","Rangat","645388","1","Dhani Nallaha (Efa)","","Rural","Un-Inhabitant","00013600","645388"
"350","632","North And Middle Andaman","5921","Rangat","645404","1","Dhani Nallaha (Ja)","","Rural","Un-Inhabitant","00017400","645404"
"351","632","North And Middle Andaman","5921","Rangat","645343","1","Dharmapur (Rv)","","Rural","Inhabitant","00013200","645343"
"352","632","North And Middle Andaman","5921","Rangat","645423","1","Elephenstone Harbour (Fc)","","Rural","Un-Inhabitant","00019900","645423"
"353","632","North And Middle Andaman","5921","Rangat","645411","1","Foster Valley (Efa)","","Rural","Un-Inhabitant","00018300","645411"
"354","632","North And Middle Andaman","5921","Rangat","645416","1","Foul Bay (Ja)","","Rural","Un-Inhabitant","00019100","645416"
"355","632","North And Middle Andaman","5921","Rangat","645394","1","Gol Pahar (Efa)","","Rural","Un-Inhabitant","00015500","645394"
"356","632","North And Middle Andaman","5921","Rangat","645351","1","Janakpur (Rv)","","Rural","Inhabitant","00014500","645351"
"357","632","North And Middle Andaman","5921","Rangat","645393","1","Japan Tikri (Efa)","","Rural","Un-Inhabitant","00015400","645393"
"358","632","North And Middle Andaman","5921","Rangat","645412","1","Jermyvalley(Fs)","","Rural","Un-Inhabitant","00018400","645412"
"359","632","North And Middle Andaman","5921","Rangat","645369","1","Kadamtala (Rv)","","Rural","Inhabitant","00018600","645369"
"360","632","North And Middle Andaman","5921","Rangat","645395","1","Kalsi (Jppc)","","Rural","Un-Inhabitant","00016300","645395"
"361","632","North And Middle Andaman","5921","Rangat","645399","1","Kalsi No. 3 (Jppc)","","Rural","Un-Inhabitant","00016700","645399"
"362","632","North And Middle Andaman","5921","Rangat","645398","1","Kalsi No. 4 (Jppc)","","Rural","Un-Inhabitant","00016600","645398"
"363","632","North And Middle Andaman","5921","Rangat","645397","1","Kalsi No. 6 (Jppc)","","Rural","Un-Inhabitant","00016500","645397"
"364","632","North And Middle Andaman","5921","Rangat","645364","1","Kalsi (Rv)","","Rural","Inhabitant","00016200","645364"
"365","632","North And Middle Andaman","5921","Rangat","645378","1","Kanchangarh (Rv)","","Rural","Inhabitant","00021400","645378"
"366","632","North And Middle Andaman","5921","Rangat","645365","1","Kaushalyanagar (Rv)","","Rural","Inhabitant","00016800","645365"
"367","632","North And Middle Andaman","5921","Rangat","645437","1","Khatta Khari (Efa)","","Rural","Un-Inhabitant","00022600","645437"
"368","632","North And Middle Andaman","5921","Rangat","645385","1","Khatta Khari (Rv)","","Rural","Inhabitant","00022500","645385"
"369","632","North And Middle Andaman","5921","Rangat","645417","1","Lakra Lungta (Ja)","","Rural","Un-Inhabitant","00019200","645417"
"370","632","North And Middle Andaman","5921","Rangat","645421","1","Lalajig Bay (Ac)","","Rural","Un-Inhabitant","00019600","645421"
"371","632","North And Middle Andaman","5921","Rangat","645362","1","Laxmanpur (Rv)","","Rural","Inhabitant","00016000","645362"
"372","632","North And Middle Andaman","5921","Rangat","645372","1","Long Island (Rv)","","Rural","Inhabitant","00019700","645372"
"373","632","North And Middle Andaman","5921","Rangat","645426","1","Lorrojig (Fc) & Vishnu Nallaha (Apwdc)","","Rural","Un-Inhabitant","00020300","645426"
"374","632","North And Middle Andaman","5921","Rangat","645409","1","Macarthy Valley (Efa)","","Rural","Un-Inhabitant","00018100","645409"
"375","632","North And Middle Andaman","5921","Rangat","645422","1","Merk Bay (Ac)","","Rural","Un-Inhabitant","00019800","645422"
"376","632","North And Middle Andaman","5921","Rangat","645433","1","Middle Strait (Jppc)","","Rural","Un-Inhabitant","00021600","645433"
"377","632","North And Middle Andaman","5921","Rangat","645354","1","Mithila (Rv)","","Rural","Inhabitant","00014800","645354"
"378","632","North And Middle Andaman","5921","Rangat","645382","1","Nayagarh (Rv)","","Rural","Inhabitant","00022000","645382"
"379","632","North And Middle Andaman","5921","Rangat","645431","1","Nilambur (Efa)","","Rural","Un-Inhabitant","00021100","645431"
"380","632","North And Middle Andaman","5921","Rangat","645379","1","Nilambur (Rv)","","Rural","Inhabitant","00021500","645379"
"381","632","North And Middle Andaman","5921","Rangat","645350","1","Nimbutala (Rv)","","Rural","Inhabitant","00014400","645350"
"382","632","North And Middle Andaman","5921","Rangat","645347","1","Padmanabhapuram (Rv)","","Rural","Inhabitant","00014000","645347"
"383","632","North And Middle Andaman","5921","Rangat","645391","1","Panchawati (Efa)","","Rural","Un-Inhabitant","00014200","645391"
"384","632","North And Middle Andaman","5921","Rangat","645348","1","Panchawati (Rv)","","Rural","Inhabitant","00014100","645348"
"385","632","North And Middle Andaman","5921","Rangat","645428","1","Papita Dera (Fc)","","Rural","Un-Inhabitant","00020500","645428"
"386","632","North And Middle Andaman","5921","Rangat","645392","1","Parnasala II (Fc)","","Rural","Un-Inhabitant","00015200","645392"
"387","632","North And Middle Andaman","5921","Rangat","645357","1","Parnasala (Rv)","","Rural","Inhabitant","00015100","645357"
"388","632","North And Middle Andaman","5921","Rangat","645424","1","Pawajig (Fc)","","Rural","Un-Inhabitant","00020100","645424"
"389","632","North And Middle Andaman","5921","Rangat","645425","1","Pawajig & Nayadera (Fc)","","Rural","Un-Inhabitant","00020200","645425"
"390","632","North And Middle Andaman","5921","Rangat","645420","1","Porlob Depot. (Fc)","","Rural","Un-Inhabitant","00019500","645420"
"391","632","North And Middle Andaman","5921","Rangat","645405","1","Porlobjig No.10 (Fc & Jppc)","","Rural","Un-Inhabitant","00017500","645405"
"392","632","North And Middle Andaman","5921","Rangat","645403","1","Porlobjig No. 15 (Fc, Apwdc & Jppc)","","Rural","Un-Inhabitant","00017300","645403"
"393","632","North And Middle Andaman","5921","Rangat","645413","1","Porlobjig No. 3 (Jppc, Apwdc & Anifpdc)","","Rural","Un-Inhabitant","00018500","645413"
"394","632","North And Middle Andaman","5921","Rangat","645406","1","Porlobjig No.9 (Jppc)","","Rural","Un-Inhabitant","00017600","645406"
"395","632","North And Middle Andaman","5921","Rangat","645434","1","Raglachang (Nayadera) (Fc)","","Rural","Un-Inhabitant","00021800","645434"
"396","632","North And Middle Andaman","5921","Rangat","645381","1","Raglachang (Rv)","","Rural","Inhabitant","00021900","645381"
"397","632","North And Middle Andaman","5921","Rangat","645435","1","Rajatgarh (Efa)","","Rural","Un-Inhabitant","00022200","645435"
"398","632","North And Middle Andaman","5921","Rangat","645383","1","Rajatgarh (Rv)","","Rural","Inhabitant","00022100","645383"
"399","632","North And Middle Andaman","5921","Rangat","645344","1","Ramachandra Nagar (Rv)","","Rural","Inhabitant","00013300","645344"
"400","632","North And Middle Andaman","5921","Rangat","645356","1","Rampur (Rv)","","Rural","Inhabitant","00015000","645356"
"401","632","North And Middle Andaman","5921","Rangat","645355","1","Rangat (Rv)","","Rural","Inhabitant","00014900","645355"
"402","632","North And Middle Andaman","5921","Rangat","645358","1","Sabari (Rv)","","Rural","Inhabitant","00015300","645358"
"403","632","North And Middle Andaman","5921","Rangat","645396","1","Sagwan Nallaha (Fc)","","Rural","Un-Inhabitant","00016400","645396"
"404","632","North And Middle Andaman","5921","Rangat","645366","1","Saktigarh (Rv)","","Rural","Inhabitant","00017100","645366"
"405","632","North And Middle Andaman","5921","Rangat","645429","1","Sanker Nallaha (Pwdc)","","Rural","Un-Inhabitant","00020600","645429"
"406","632","North And Middle Andaman","5921","Rangat","645370","1","Santanu (Rv)","","Rural","Inhabitant","00018700","645370"
"407","632","North And Middle Andaman","5921","Rangat","645427","1","Sastri Nallah (Fc)","","Rural","Un-Inhabitant","00020400","645427"
"408","632","North And Middle Andaman","5921","Rangat","645346","1","Shivapuram (Rv)","","Rural","Inhabitant","00013900","645346"
"409","632","North And Middle Andaman","5921","Rangat","645360","1","Shyamkund (Rv)","","Rural","Inhabitant","00015700","645360"
"410","632","North And Middle Andaman","5921","Rangat","645389","1","Sippi Tikry (Efa)","","Rural","Un-Inhabitant","00013700","645389"
"411","632","North And Middle Andaman","5921","Rangat","645353","1","Sitapur (Rv)","","Rural","Inhabitant","00014700","645353"
"412","632","North And Middle Andaman","5921","Rangat","645432","1","South Creek (Efa, Fc & Apwdc)","","Rural","Un-Inhabitant","00021200","645432"
"413","632","North And Middle Andaman","5921","Rangat","645438","1","Spike Island (Ja)","","Rural","Un-Inhabitant","00022700","645438"
"414","632","North And Middle Andaman","5921","Rangat","645373","1","Strait Island (As)","","Rural","Un-Inhabitant","00020000","645373"
"415","632","North And Middle Andaman","5921","Rangat","645390","1","Sukha Nallaha (Efa)","","Rural","Un-Inhabitant","00013800","645390"
"416","632","North And Middle Andaman","5921","Rangat","645377","1","Sundergarh (Rv) (Including Efa)","","Rural","Inhabitant","00021300","645377"
"417","632","North And Middle Andaman","5921","Rangat","645345","1","Thiruvanchikulam (Rv)","","Rural","Inhabitant","00013500","645345"
"418","632","North And Middle Andaman","5921","Rangat","645387","1","Thoraktang (Fc)","","Rural","Un-Inhabitant","00013400","645387"
"419","632","North And Middle Andaman","5921","Rangat","645376","1","Udhaygarh (Rv)","","Rural","Inhabitant","00020900","645376"
"420","632","North And Middle Andaman","5921","Rangat","645363","1","Urmilapur (Rv)","","Rural","Inhabitant","00016100","645363"
"421","632","North And Middle Andaman","5921","Rangat","645371","1","Uttara (Rv)","","Rural","Inhabitant","00018800","645371"
"422","632","North And Middle Andaman","5921","Rangat","645361","1","Vishnupur (Rv)","","Rural","Inhabitant","00015800","645361"
"423","632","North And Middle Andaman","5921","Rangat","645436","1","Wrafter'S Creek (Efa)","","Rural","Un-Inhabitant","00022400","645436"
"424","632","North And Middle Andaman","5921","Rangat","645384","1","Wrafter'S Creek (Rv)","","Rural","Inhabitant","00022300","645384"
"425","632","North And Middle Andaman","5921","Rangat","645415","1","Yeratiljig No. 10 (Jppc)","","Rural","Un-Inhabitant","00019000","645415"
"426","632","North And Middle Andaman","5921","Rangat","645408","1","Yeratiljig No. 11 (Jppc)","","Rural","Un-Inhabitant","00017900","645408"
"427","632","North And Middle Andaman","5921","Rangat","645407","1","Yeratiljig No. 9 (Jppc)","","Rural","Un-Inhabitant","00017800","645407"
"428","632","North And Middle Andaman","5921","Rangat","645368","1","Yeratiljig (Rv)","","Rural","Inhabitant","00018000","645368"
"429","602","South Andamans","5922","Ferrargunj","645448","1","Alipur (Rv)","","Rural","Inhabitant","00025000","645448"
"430","602","South Andamans","5922","Ferrargunj","645464","1","Aniket (Rv)","","Rural","Inhabitant","00027000","645464"
"431","602","South Andamans","5922","Ferrargunj","645507","1","Anjali Nallaha (Jppc)","","Rural","Un-Inhabitant","00026000","645507"
"432","602","South Andamans","5922","Ferrargunj","645478","1","Badmash Pahar (Rv)","","Rural","Inhabitant","00028500","645478"
"433","602","South Andamans","5922","Ferrargunj","645477","1","Balughat (Rv)","","Rural","Un-Inhabitant","00028400","645477"
"434","602","South Andamans","5922","Ferrargunj","645516","3","Bambooflat","बम्बूफ्लैट","Rural","Inhabitant","40101000","645516"
"435","602","South Andamans","5922","Ferrargunj","645505","1","Beach Dera (Efa)","","Rural","Un-Inhabitant","00024900","645505"
"436","602","South Andamans","5922","Ferrargunj","645494","1","Between Middle Strait (Jppc) & Jirkatang (Ja)","","Rural","Un-Inhabitant","00023000","645494"
"437","602","South Andamans","5922","Ferrargunj","645459","1","Bindraban (Rv)","","Rural","Inhabitant","00026500","645459"
"438","602","South Andamans","5922","Ferrargunj","645465","1","Caddlegunj (Rv) (Incl. Sona Pahar & Hazari Bagh (Jppc)","","Rural","Inhabitant","00027100","645465"
"439","602","South Andamans","5922","Ferrargunj","645510","2","Chouldari(Lohabarrack)","","Rural","Inhabitant","00028300","645510"
"440","602","South Andamans","5922","Ferrargunj","645480","1","Chouldari (Rv)","","Rural","Inhabitant","00028700","645480"
"441","602","South Andamans","5922","Ferrargunj","645500","1","Coffee Plot","","Rural","Un-Inhabitant","00023800","645500"
"442","602","South Andamans","5922","Ferrargunj","645470","1","Colinpur (Rv)","","Rural","Inhabitant","00027600","645470"
"443","602","South Andamans","5922","Ferrargunj","645479","1","Craikabad (Rv)","","Rural","Inhabitant","00028600","645479"
"444","602","South Andamans","5922","Ferrargunj","645481","1","Dhanikhari (Rv)","","Rural","Inhabitant","00028800","645481"
"445","602","South Andamans","5922","Ferrargunj","645467","1","Dundas Point (Rv)","","Rural","Inhabitant","00027300","645467"
"446","602","South Andamans","5922","Ferrargunj","645458","1","Ferrargunj (Rv)","","Rural","Inhabitant","00026400","645458"
"447","602","South Andamans","5922","Ferrargunj","645491","1","Flat Bay (Rv)","","Rural","Un-Inhabitant","00030300","645491"
"448","602","South Andamans","5922","Ferrargunj","645452","1","Govindapuram (Rv)","","Rural","Inhabitant","00025400","645452"
"449","602","South Andamans","5922","Ferrargunj","645488","1","Guptapara (Rv)","","Rural","Inhabitant","00029900","645488"
"450","602","South Andamans","5922","Ferrargunj","645512","1","Hashmatabad (Efa)","","Rural","Un-Inhabitant","00029400","645512"
"451","602","South Andamans","5922","Ferrargunj","645485","1","Hashmatabad (Rv)","","Rural","Inhabitant","00029300","645485"
"452","602","South Andamans","5922","Ferrargunj","645457","1","Herbertabad (Rv)","","Rural","Inhabitant","00026300","645457"
"453","602","South Andamans","5922","Ferrargunj","645473","1","Hobdipur (Rv)","","Rural","Inhabitant","00027900","645473"
"454","602","South Andamans","5922","Ferrargunj","645482","1","Homfreygunj (Rv)","","Rural","Inhabitant","00028900","645482"
"455","602","South Andamans","5922","Ferrargunj","645461","1","Hope Town (Rv)","","Rural","Inhabitant","00026700","645461"
"456","602","South Andamans","5922","Ferrargunj","645504","1","Jhinga Nallaha (Jppc & Apwdc)","","Rural","Un-Inhabitant","00024800","645504"
