"S.No.","District Code","District Name","District Census 2011 Code","District Census 2001 Code","Subdistrict Code","Subdistrict Name","Subdistrict Census 2011 Code","Subdistrict Census 2001 Code","Village Code","Village Name","Village Census 2011 Code","Village Census 2001 Code","Local Body Code","Local Body Name"
"238","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645264","Khudirampur (Efa)","645264","00004200","234465","Diglipur"
"239","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645231","Khudirampur (Rv)","645231","00004100","234465","Diglipur"
"240","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645234","Kishori Nagar (Rv)","645234","00004700","234468","Kishorinagar"
"241","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645219","Krishnapuri (Rv)","645219","00002600","234476","Sitanagar"
"242","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645265","Lamiya Bay (Efa)","645265","00004300","234465","Diglipur"
"243","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645266","Lamiya Bay (Wls)","645266","00004400","234465","Diglipur"
"244","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645292","Land Fall Island (Police Post)","645292","","234465","Diglipur"
"245","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645260","Laxmipur (Efa)","645260","00002200","234465","Diglipur"
"246","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645216","Laxmipur (Rv)","645216","00002300","234469","Laxmipur"
"247","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645218","Madhupur (Rv)","645218","00002500","234470","Madhupur"
"248","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645235","Madhyamgram (Rv)","645235","00005400","234471","Nabagram"
"249","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645215","Milangram (Rv)","645215","00002000","234469","Laxmipur"
"250","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645241","Mohanpur (Rv)","645241","00007400","234468","Kishorinagar"
"251","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645268","Mutha Nallaha (Efa)","645268","00004900","234465","Diglipur"
"252","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645232","Nabagram (Rv)","645232","00004500","234471","Nabagram"
"253","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645273","Narayan Tikri (Efa)","645273","00005600","234465","Diglipur"
"254","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645244","Narcondam Island (Police Post)","645244","00000200","234465","Diglipur"
"255","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645275","Narkul Danga (Efa)","645275","00006100","234465","Diglipur"
"256","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645236","Nischintapur (Rv)","645236","00005500","234466","Kalighat"
"257","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645233","Paranghara (Rv)","645233","00004600","234468","Kishorinagar"
"258","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645261","Paschimsagar (Efa)","645261","00002700","245695","Paschim Sagar"
"259","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645276","Pathi Level (Efa)","645276","00006200","234465","Diglipur"
"260","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645274","Pemaiahdera (Fdca)","645274","00006000","234465","Diglipur"
"261","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645279","Pilone Nallaha (Fdca)","645279","00006500","234465","Diglipur"
"262","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645221","Rabindrapalli (Rv)","645221","00003100","234470","Madhupur"
"263","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645257","Radha Nagar (Efa)","645257","00001700","234473","Radhanagar"
"264","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645213","Radha Nagar (Rv)","645213","00001600","234473","Radhanagar"
"265","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645283","Rahil (Fdca)","645283","00007000","234465","Diglipur"
"266","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645224","Ramakrishnagram (Rv)","645224","00003400","234472","R.K. Gram"
"267","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645239","Ramnagar (Rv)","645239","00005900","234474","Ramnagar"
"268","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645242","Sagar Dweep (Rv)","645242","00007700","234467","Keralapuram"
"269","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645254","Santi Nagar","645254","00001300","245696","Gandhi Nagar"
"270","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645229","Shibpur (Rv)","645229","00003900","234475","Shibpur"
"271","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645251","Shyam Nagar","645251","00000900","234473","Radhanagar"
"272","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645212","Shyam Nagar (Rv)","645212","00001000","234473","Radhanagar"
"273","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645263","Sitanagar, (Efa)","645263","00002900","234476","Sitanagar"
"274","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645220","Sitanagar (Rv)","645220","00003000","234476","Sitanagar"
"275","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645288","Smith (Efa)","645288","00007600","234465","Diglipur"
"276","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645289","Smith (Timber Export Depot)","645289","00007800","234465","Diglipur"
"277","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645271","Srinagar (Efa)","645271","00005200","234465","Diglipur"
"278","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645291","Stewart Island","645291","00008000","234465","Diglipur"
"279","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645222","Subhashgram (Rv)","645222","00003200","234477","Subashgram"
"280","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645214","Swarajgram (Rv)","645214","00001900","234473","Radhanagar"
"281","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645262","Tal Bagan (Efa)","645262","00002800","234465","Diglipur"
"282","632","North And Middle Andaman","639","","5919","Diglipur","05919","0","645225","Vidyasagarpalli (Rv)","645225","00003500","234467","Keralapuram"
"283","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645338","Asha Nagar (Efa)","645338","00011500","234500","Mayabunder"
"284","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645293","Aves Island (Rv)","645293","00008300","234500","Mayabunder"
"285","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645337","Bajato (Efa & 40 Acre Plot)","645337","00011400","234500","Mayabunder"
"286","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645324","Bamboo Nallaha (Efa)","645324","00009500","234500","Mayabunder"
"287","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645308","Basantipur (Rv)","645308","00011900","234497","Basantipur"
"288","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645339","Birsa Nagar (Efa)","645339","00011600","234500","Mayabunder"
"289","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645325","Buddha Nallaha (Efa)","645325","00009800","234500","Mayabunder"
"290","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645336","Chainpur (Efa)","645336","00011200","234500","Mayabunder"
"291","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645306","Chainpur (Rv)","645306","00011100","234498","Chainpur"
"292","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645330","Chappa Nali (Efa)","645330","00010400","234500","Mayabunder"
"293","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645326","Chuglum Gum (Efa)","645326","00010000","234500","Mayabunder"
"294","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645296","Danpur (Rv)","645296","00008600","234502","Pokadera"
"295","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645301","Devpur (Rv)","645301","00009400","234503","Rampur"
"296","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645316","Dukennagar (Rv)","645316","00012800","234504","Swadeshnagar"
"297","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645332","Ganesh Nagar I & II (Efa)","645332","00010600","234500","Mayabunder"
"298","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645333","Ganeshpur (Efa)","645333","00010800","234500","Mayabunder"
"299","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645329","Gora Tikry (Efa)","645329","00010300","234500","Mayabunder"
"300","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645310","Govindpur (Rv)","645310","00012100","234497","Basantipur"
"301","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645305","Hanspuri (Rv) (Including Jpp Camps)","645305","00010700","234498","Chainpur"
"302","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645315","Harinagar (Rv)","645315","00012600","234499","Harinagar"
"303","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645320","Interview Island (Po)","645320","00008200","234500","Mayabunder"
"304","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645319","Interview Island (Wls)","645319","00008100","234500","Mayabunder"
"305","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645313","Jaipur (Rv)","645313","00012400","234499","Harinagar"
"306","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645312","Kamalapur (Rv)","645312","00012300","234499","Harinagar"
"307","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645340","Kanchi Nallaha (Efa) & Bamboo Nallaha (Efa)","645340","00011700","234500","Mayabunder"
"308","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645328","Karanch Khari (Efa)","645328","00010200","234500","Mayabunder"
"309","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645321","Karmatang IX (Efa)","645321","00008900","234503","Rampur"
"310","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645298","Karmatang (Rv)","645298","00008800","234503","Rampur"
"311","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645322","Karmatang X (Efa) Incl.Bihari Plot (Efa)","645322","00009000","234500","Mayabunder"
"312","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645331","Khukari Tabla (Efa)","645331","00010500","234500","Mayabunder"
"313","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645300","Lataw (Rv)","645300","00009300","234503","Rampur"
"314","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645342","Lauki Nallaha (Efa)","645342","00012700","234500","Mayabunder"
"315","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645299","Lucknow (Rv)","645299","00009200","234503","Rampur"
"316","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645334","Luis-In-Let-Bay (Jppc)","645334","00010900","234500","Mayabunder"
"317","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645294","Mayabunder (Rv)","645294","00008400","234500","Mayabunder"
"318","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645303","Pahalgaon (Rv)","645303","00009700","234501","Pahalgaon"
"319","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645323","Paiket Bay (Efa)","645323","00009100","234500","Mayabunder"
"320","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645311","Paresh Nagar (Rv)","645311","00012200","234497","Basantipur"
"321","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645341","Pather Tikry (Efa)","645341","00011800","234500","Mayabunder"
"322","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645314","Pinakinagar (Rv)","645314","00012500","234499","Harinagar"
"323","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645295","Pokadera (Rv)","645295","00008500","234502","Pokadera"
"324","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645309","Profullya Nagar (Rv)","645309","00012000","234497","Basantipur"
"325","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645307","Pudumadurai (Rv)","645307","00011300","234498","Chainpur"
"326","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645297","Rampur (Rv)","645297","00008700","234503","Rampur"
"327","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645317","Santipur (Rv)","645317","00012900","234504","Swadeshnagar"
"328","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645335","Shippi Tikry (Efa)","645335","00011000","234500","Mayabunder"
"329","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645327","Sundari Khari (Efa)","645327","00010100","234500","Mayabunder"
"330","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645318","Swadesh Nagar (Rv)","645318","00013000","234504","Swadeshnagar"
"331","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645304","Tugapur (Rv)","645304","00009900","234501","Pahalgaon"
"332","632","North And Middle Andaman","639","","5920","Mayabunder","05920","0","645302","Webi (Rv)","645302","00009600","234503","Rampur"
"333","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645380","Abaygarh (Rv)","645380","00021700","234520","Nilambur"
"334","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645374","Adojig (Rv) (Including Efa)","645374","00020700","234526","Sunderghar"
"335","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645349","Amkunj (Rv)","645349","00014300","234521","Nimbutala"
"336","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645439","Bakultala Rv","645439","00015900","234515","Bakultala"
"337","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645414","Bamboo Tikry (Jppc)","645414","00018900","234523","Rangat"
"338","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645367","Bangaon (Rv)","645367","00017700","234515","Bakultala"
"339","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645375","Bejoygarh (Rv)","645375","00020800","234526","Sunderghar"
"340","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645418","Between Chotaligbang And Foul Bay (Ja)","645418","00019300","234523","Rangat"
"341","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645359","Bharatpur (Rv)","645359","00015600","234524","Sabri"
"342","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645430","Bolcha (Efa)","645430","00021000","234523","Rangat"
"343","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645410","Boreham Valley (Fs)","645410","00018200","234523","Rangat"
"344","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645402","Boroinyol II (Fc)","645402","00017200","234523","Rangat"
"345","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645400","Charlungta (Fc)","645400","00016900","234523","Rangat"
"346","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645401","Charlungta II (Fc)","645401","00017000","234523","Rangat"
"347","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645419","Chotaligbang (Ja)","645419","00019400","234523","Rangat"
"348","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645386","Cutbert Bay (Efa)","645386","00013100","234523","Rangat"
"349","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645352","Desharatpur (Rv)","645352","00014600","234516","Dashratpur"
"350","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645388","Dhani Nallaha (Efa)","645388","00013600","234523","Rangat"
"351","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645404","Dhani Nallaha (Ja)","645404","00017400","234523","Rangat"
"352","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645343","Dharmapur (Rv)","645343","00013200","234525","Shivapuram"
"353","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645423","Elephenstone Harbour (Fc)","645423","00019900","234523","Rangat"
"354","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645411","Foster Valley (Efa)","645411","00018300","234523","Rangat"
"355","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645416","Foul Bay (Ja)","645416","00019100","234523","Rangat"
"356","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645394","Gol Pahar (Efa)","645394","00015500","234523","Rangat"
"357","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645351","Janakpur (Rv)","645351","00014500","234516","Dashratpur"
"358","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645393","Japan Tikri (Efa)","645393","00015400","234523","Rangat"
"359","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645412","Jermyvalley(Fs)","645412","00018400","234523","Rangat"
"360","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645369","Kadamtala (Rv)","645369","00018600","234517","Kadamtala"
"361","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645395","Kalsi (Jppc)","645395","00016300","234523","Rangat"
"362","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645399","Kalsi No. 3 (Jppc)","645399","00016700","234523","Rangat"
"363","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645398","Kalsi No. 4 (Jppc)","645398","00016600","234523","Rangat"
"364","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645397","Kalsi No. 6 (Jppc)","645397","00016500","234523","Rangat"
"365","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645364","Kalsi (Rv)","645364","00016200","234527","Urmilapur"
"366","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645378","Kanchangarh (Rv)","645378","00021400","234520","Nilambur"
"367","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645365","Kaushalyanagar (Rv)","645365","00016800","234518","Kausalyanagar"
"368","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645437","Khatta Khari (Efa)","645437","00022600","234520","Nilambur"
"369","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645385","Khatta Khari (Rv)","645385","00022500","234520","Nilambur"
"370","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645417","Lakra Lungta (Ja)","645417","00019200","234523","Rangat"
"371","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645421","Lalajig Bay (Ac)","645421","00019600","234523","Rangat"
"372","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645362","Laxmanpur (Rv)","645362","00016000","234527","Urmilapur"
"373","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645372","Long Island (Rv)","645372","00019700","234519","Long Island"
"374","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645426","Lorrojig (Fc) & Vishnu Nallaha (Apwdc)","645426","00020300","234523","Rangat"
"375","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645409","Macarthy Valley (Efa)","645409","00018100","234523","Rangat"
"376","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645422","Merk Bay (Ac)","645422","00019800","234523","Rangat"
"377","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645433","Middle Strait (Jppc)","645433","00021600","234526","Sunderghar"
"378","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645354","Mithila (Rv)","645354","00014800","234516","Dashratpur"
"379","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645382","Nayagarh (Rv)","645382","00022000","234520","Nilambur"
"380","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645431","Nilambur (Efa)","645431","00021100","234520","Nilambur"
"381","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645379","Nilambur (Rv)","645379","00021500","234520","Nilambur"
"382","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645350","Nimbutala (Rv)","645350","00014400","234521","Nimbutala"
"383","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645347","Padmanabhapuram (Rv)","645347","00014000","234525","Shivapuram"
"384","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645391","Panchawati (Efa)","645391","00014200","234523","Rangat"
"385","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645348","Panchawati (Rv)","645348","00014100","234525","Shivapuram"
"386","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645428","Papita Dera (Fc)","645428","00020500","234523","Rangat"
"387","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645392","Parnasala II (Fc)","645392","00015200","234522","Parnasala"
"388","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645357","Parnasala (Rv)","645357","00015100","234522","Parnasala"
"389","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645424","Pawajig (Fc)","645424","00020100","234523","Rangat"
"390","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645425","Pawajig & Nayadera (Fc)","645425","00020200","234523","Rangat"
"391","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645420","Porlob Depot. (Fc)","645420","00019500","234523","Rangat"
"392","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645405","Porlobjig No.10 (Fc & Jppc)","645405","00017500","234523","Rangat"
"393","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645403","Porlobjig No. 15 (Fc, Apwdc & Jppc)","645403","00017300","234523","Rangat"
"394","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645413","Porlobjig No. 3 (Jppc, Apwdc & Anifpdc)","645413","00018500","234523","Rangat"
"395","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645406","Porlobjig No.9 (Jppc)","645406","00017600","234523","Rangat"
"396","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645434","Raglachang (Nayadera) (Fc)","645434","00021800","234523","Rangat"
"397","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645381","Raglachang (Rv)","645381","00021900","234520","Nilambur"
"398","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645435","Rajatgarh (Efa)","645435","00022200","234520","Nilambur"
"399","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645383","Rajatgarh (Rv)","645383","00022100","234520","Nilambur"
"400","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645344","Ramachandra Nagar (Rv)","645344","00013300","234525","Shivapuram"
"401","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645356","Rampur (Rv)","645356","00015000","234522","Parnasala"
"402","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645355","Rangat (Rv)","645355","00014900","234523","Rangat"
"403","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645358","Sabari (Rv)","645358","00015300","234524","Sabri"
"404","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645396","Sagwan Nallaha (Fc)","645396","00016400","234523","Rangat"
"405","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645366","Saktigarh (Rv)","645366","00017100","234518","Kausalyanagar"
"406","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645429","Sanker Nallaha (Pwdc)","645429","00020600","234523","Rangat"
"407","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645370","Santanu (Rv)","645370","00018700","234528","Uttara"
"408","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645427","Sastri Nallah (Fc)","645427","00020400","234523","Rangat"
"409","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645346","Shivapuram (Rv)","645346","00013900","234525","Shivapuram"
"410","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645360","Shyamkund (Rv)","645360","00015700","234515","Bakultala"
"411","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645389","Sippi Tikry (Efa)","645389","00013700","234523","Rangat"
"412","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645353","Sitapur (Rv)","645353","00014700","234516","Dashratpur"
"413","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645432","South Creek (Efa, Fc & Apwdc)","645432","00021200","234523","Rangat"
"414","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645438","Spike Island (Ja)","645438","00022700","234523","Rangat"
"415","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645373","Strait Island (As)","645373","00020000","234523","Rangat"
"416","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645390","Sukha Nallaha (Efa)","645390","00013800","234523","Rangat"
"417","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645377","Sundergarh (Rv) (Including Efa)","645377","00021300","234526","Sunderghar"
"418","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645345","Thiruvanchikulam (Rv)","645345","00013500","234525","Shivapuram"
"419","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645387","Thoraktang (Fc)","645387","00013400","234523","Rangat"
"420","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645376","Udhaygarh (Rv)","645376","00020900","234526","Sunderghar"
"421","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645363","Urmilapur (Rv)","645363","00016100","234527","Urmilapur"
"422","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645371","Uttara (Rv)","645371","00018800","234528","Uttara"
"423","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645361","Vishnupur (Rv)","645361","00015800","234524","Sabri"
"424","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645436","Wrafter'S Creek (Efa)","645436","00022400","234520","Nilambur"
"425","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645384","Wrafter'S Creek (Rv)","645384","00022300","234520","Nilambur"
"426","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645415","Yeratiljig No. 10 (Jppc)","645415","00019000","234523","Rangat"
"427","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645408","Yeratiljig No. 11 (Jppc)","645408","00017900","234523","Rangat"
"428","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645407","Yeratiljig No. 9 (Jppc)","645407","00017800","234523","Rangat"
"429","632","North And Middle Andaman","639","","5921","Rangat","05921","0","645368","Yeratiljig (Rv)","645368","00018000","234517","Kadamtala"
"430","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645448","Alipur (Rv)","645448","00025000","234479","Brindraban"
"431","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645464","Aniket (Rv)","645464","00027000","234481","Ferrargunj"
"432","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645507","Anjali Nallaha (Jppc)","645507","00026000","234481","Ferrargunj"
"433","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645478","Badmash Pahar (Rv)","645478","00028500","234480","Chouldari"
"434","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645477","Balughat (Rv)","645477","00028400","234491","Tushnabad"
"435","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645516","Bambooflat","645516","40101000","234478","Bambooflat-I"
"436","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645516","Bambooflat","645516","40101000","272941","Bambooflat-Ii"
"437","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645505","Beach Dera (Efa)","645505","00024900","234481","Ferrargunj"
"438","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645494","Between Middle Strait (Jppc) & Jirkatang (Ja)","645494","00023000","234481","Ferrargunj"
"439","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645459","Bindraban (Rv)","645459","00026500","234479","Brindraban"
"440","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645465","Caddlegunj (Rv) (Incl. Sona Pahar & Hazari Bagh (Jppc)","645465","00027100","234481","Ferrargunj"
"441","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645510","Chouldari(Lohabarrack)","645510","00028300","273037","Wandoor"
"442","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645480","Chouldari (Rv)","645480","00028700","234480","Chouldari"
"443","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645500","Coffee Plot","645500","00023800","234481","Ferrargunj"
"444","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645470","Colinpur (Rv)","645470","00027600","273036","Collinpur"
"445","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645479","Craikabad (Rv)","645479","00028600","234480","Chouldari"
"446","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645481","Dhanikhari (Rv)","645481","00028800","234484","Humfreygunj"
"447","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645467","Dundas Point (Rv)","645467","00027300","234487","Namunaghar"
"448","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645458","Ferrargunj (Rv)","645458","00026400","234481","Ferrargunj"
