"State Code","State Name (In English)","District Code","District Name (In English)","Development Block Code","Development Block Name (In English)","Village Code","Village Name (In English)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6492","Diglipur","645289","Smith (Timber Export Depot)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6492","Diglipur","645271","Srinagar (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6492","Diglipur","645291","Stewart Island"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6492","Diglipur","645222","Subhashgram (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6492","Diglipur","645214","Swarajgram (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6492","Diglipur","645262","Tal Bagan (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6492","Diglipur","645225","Vidyasagarpalli (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645338","Asha Nagar (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645293","Aves Island (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645337","Bajato (Efa & 40 Acre Plot)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645324","Bamboo Nallaha (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645308","Basantipur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645339","Birsa Nagar (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645325","Buddha Nallaha (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645336","Chainpur (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645306","Chainpur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645330","Chappa Nali (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645326","Chuglum Gum (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645296","Danpur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645301","Devpur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645316","Dukennagar (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645332","Ganesh Nagar I & II (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645333","Ganeshpur (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645329","Gora Tikry (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645310","Govindpur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645305","Hanspuri (Rv) (Including Jpp Camps)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645315","Harinagar (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645320","Interview Island (Po)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645319","Interview Island (Wls)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645313","Jaipur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645312","Kamalapur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645340","Kanchi Nallaha (Efa) & Bamboo Nallaha (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645328","Karanch Khari (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645321","Karmatang IX (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645298","Karmatang (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645322","Karmatang X (Efa) Incl.Bihari Plot (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645331","Khukari Tabla (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645300","Lataw (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645342","Lauki Nallaha (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645299","Lucknow (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645334","Luis-In-Let-Bay (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645294","Mayabunder (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645303","Pahalgaon (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645323","Paiket Bay (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645311","Paresh Nagar (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645341","Pather Tikry (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645314","Pinakinagar (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645295","Pokadera (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645309","Profullya Nagar (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645307","Pudumadurai (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645297","Rampur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645317","Santipur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645335","Shippi Tikry (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645327","Sundari Khari (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645318","Swadesh Nagar (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645304","Tugapur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6495","Mayabunder","645302","Webi (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645380","Abaygarh (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645374","Adojig (Rv) (Including Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645349","Amkunj (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645439","Bakultala Rv"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645414","Bamboo Tikry (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645367","Bangaon (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645375","Bejoygarh (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645418","Between Chotaligbang And Foul Bay (Ja)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645359","Bharatpur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645430","Bolcha (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645410","Boreham Valley (Fs)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645402","Boroinyol II (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645400","Charlungta (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645401","Charlungta II (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645419","Chotaligbang (Ja)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645386","Cutbert Bay (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645352","Desharatpur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645388","Dhani Nallaha (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645404","Dhani Nallaha (Ja)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645343","Dharmapur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645423","Elephenstone Harbour (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645411","Foster Valley (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645416","Foul Bay (Ja)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645394","Gol Pahar (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645351","Janakpur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645393","Japan Tikri (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645412","Jermyvalley(Fs)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645369","Kadamtala (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645395","Kalsi (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645399","Kalsi No. 3 (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645398","Kalsi No. 4 (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645397","Kalsi No. 6 (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645364","Kalsi (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645378","Kanchangarh (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645365","Kaushalyanagar (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645437","Khatta Khari (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645385","Khatta Khari (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645417","Lakra Lungta (Ja)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645421","Lalajig Bay (Ac)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645362","Laxmanpur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645372","Long Island (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645426","Lorrojig (Fc) & Vishnu Nallaha (Apwdc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645409","Macarthy Valley (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645422","Merk Bay (Ac)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645433","Middle Strait (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645354","Mithila (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645382","Nayagarh (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645431","Nilambur (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645379","Nilambur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645350","Nimbutala (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645347","Padmanabhapuram (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645391","Panchawati (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645348","Panchawati (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645428","Papita Dera (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645392","Parnasala II (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645357","Parnasala (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645424","Pawajig (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645425","Pawajig & Nayadera (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645420","Porlob Depot. (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645405","Porlobjig No.10 (Fc & Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645403","Porlobjig No. 15 (Fc, Apwdc & Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645413","Porlobjig No. 3 (Jppc, Apwdc & Anifpdc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645406","Porlobjig No.9 (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645434","Raglachang (Nayadera) (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645381","Raglachang (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645435","Rajatgarh (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645383","Rajatgarh (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645344","Ramachandra Nagar (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645356","Rampur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645355","Rangat (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645358","Sabari (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645396","Sagwan Nallaha (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645366","Saktigarh (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645429","Sanker Nallaha (Pwdc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645370","Santanu (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645427","Sastri Nallah (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645346","Shivapuram (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645360","Shyamkund (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645389","Sippi Tikry (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645353","Sitapur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645432","South Creek (Efa, Fc & Apwdc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645438","Spike Island (Ja)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645373","Strait Island (As)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645390","Sukha Nallaha (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645377","Sundergarh (Rv) (Including Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645345","Thiruvanchikulam (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645387","Thoraktang (Fc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645376","Udhaygarh (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645363","Urmilapur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645371","Uttara (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645361","Vishnupur (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645436","Wrafter'S Creek (Efa)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645384","Wrafter'S Creek (Rv)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645415","Yeratiljig No. 10 (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645408","Yeratiljig No. 11 (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645407","Yeratiljig No. 9 (Jppc)"
"35","Andaman And Nicobar Islands","632","North And Middle Andaman","6497","Rangat","645368","Yeratiljig (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645448","Alipur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645464","Aniket (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645507","Anjali Nallaha (Jppc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645478","Badmash Pahar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645477","Balughat (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645516","Bambooflat"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645505","Beach Dera (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645494","Between Middle Strait (Jppc) & Jirkatang (Ja)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645459","Bindraban (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645465","Caddlegunj (Rv) (Incl. Sona Pahar & Hazari Bagh (Jppc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645510","Chouldari(Lohabarrack)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645480","Chouldari (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645500","Coffee Plot"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645470","Colinpur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645479","Craikabad (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645481","Dhanikhari (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645467","Dundas Point (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645458","Ferrargunj (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645491","Flat Bay (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645452","Govindapuram (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645488","Guptapara (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645512","Hashmatabad (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645485","Hashmatabad (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645457","Herbertabad (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645473","Hobdipur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645482","Homfreygunj (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645461","Hope Town (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645504","Jhinga Nallaha (Jppc & Apwdc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645498","Jirkatang Camp No. 7 (Fc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645499","Jirkatang No.2 (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645441","Jirkatang No. 2 (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645460","Kadakachang (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645442","Kalatang (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645453","Knapuram (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645444","Madhuban (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645445","Malapuram (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645513","Manglutan (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645486","Manglutan (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645489","Manjeri (Rv) & Line Dera (Fc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645446","Mannarghat (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645471","Manpur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645454","Mathura (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645511","Maymyo (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645483","Maymyo (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645492","Middle Strait (Jppc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645502","Mile Tilek (Arf)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645501","Mile Tilek (Jppc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645447","Mile Tilek (Rv) & Mile Tilek (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645468","Mithakhari (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645472","Mohwa Dera (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645450","Mount Harriet (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645497","Mrichi Dera (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645475","Muslim Basti (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645466","Namunaghar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645514","Nayashahar (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645487","Nayashahar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645462","North Bay (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645474","Ograbraij (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645515","Pongi Balu (Fc) & Bada Balu (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645476","Port Mouat (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645493","Potatang (Fc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645495","Shoal Bay 17 (Fc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645496","Shoal Bay 19 (Fc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645440","Shoal Bay (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645463","Shore Point (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645451","Stewartgunj (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645455","Temple Myo (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645506","Tirur I (Jppc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645508","Tirur IV (Jppc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645509","Tirur (Ja)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645503","Tirur (Jppc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645456","Tirur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645469","Tusnabad (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645490","Viper Island (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645484","Wandur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645449","Wimberlygunj (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6493","Ferrargunj","645443","Wright Myo (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645570","Butler Bay Forest Camp 4-I (Fdca)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645569","Butler Bay Forest Camp 4-Ii (Fdca)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645566","Butler Bay Forest Camp 4-Iii (Fdca)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645567","Butler Bay Forest Camp 4-Iv (Fdca)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645552","Dugong Creek (Os)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645565","Forest Camp At 14 Km 5 - I (Fdca)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645564","Forest Camp At 14 Km. 5-Ii (Fdca)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645563","Forest Camp At 14 Km. 5-Iii (Fdca)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645562","Forest Camp At 19 Km. (Fdca)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645559","Harmender Bay (Ns)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645558","Hut Bay (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645557","M/S Asia & Company (Asia Timber Product)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645556","Netaji Nagar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645554","Rabindra Nagar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645555","Ramakrishnapur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645568","Red Oil Palm (Nursery Camp)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645560","South Bay (Light House Camp)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645561","South Bay (Os)"
"35","Andaman And Nicobar Islands","602","South Andamans","6494","Little Andaman","645553","Vivekanandapuram (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645547","Bada Khari (Fc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645542","Bada Nallaha/Bada Balu (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645546","Bamboo Nallaha(Efa) Incl. Kichad Nallaha(Efa)"
